Version,CommitId,Fichier,ContientBogue,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,CommitsChanged,CommitsBeforeVersion
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AccumuloRowSerializer.java,False,28,3,19,6,4,,,,1.0,0.0,1.0,11,11.0,6.0,11,0.0,0.0,9.0,2,,381,45,247,92.0,152,89,,141,180.0,85.0,120,15,,4,,0.0,36,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AccumuloSerDe.java,False,8,1,7,0,1,,,,1.0,0.0,1.0,11,11.0,4.0,11,0.0,0.0,2.0,9,,157,26,108,53.0,48,23,,58,75.0,49.0,35,3,,2,,0.0,21,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AccumuloSerDeParameters.java,False,9,1,6,1,2,,,,1.0,2.0,10.0,23,21.0,5.0,23,0.0,0.0,3.0,20,,292,54,185,82.0,93,53,,102,141.0,79.0,81,4,,2,,0.0,29,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AccumuloStorageHandler.java,False,15,1,12,1,3,,,,1.0,0.0,2.0,21,21.0,4.0,21,0.0,0.0,3.0,18,,408,54,305,125.0,154,49,,142,196.0,100.0,121,9,,4,,0.0,16,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AccumuloTestSetup.java,False,19,2,16,0,2,,,,1.0,0.0,2.0,4,4.0,1.0,4,0.0,0.0,3.0,1,,127,18,89,47.0,52,20,,68,78.0,46.0,38,3,,2,,0.0,22,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AcidCompactionHistoryService.java,False,7,0,7,0,1,,,,2.0,0.0,1.0,6,6.0,2.0,6,0.0,1.0,3.0,2,,82,7,55,28.0,19,20,,26,36.0,23.0,16,3,,1,,0.0,36,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AcidEventListener.java,False,10,1,8,1,2,,,,1.0,0.0,0.0,5,5.0,2.0,5,0.0,1.0,0.0,4,,94,14,54,25.0,23,26,,29,39.0,21.0,19,3,,1,,0.0,48,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AcidHouseKeeperService.java,False,7,0,7,0,1,,,,2.0,0.0,1.0,6,6.0,2.0,6,0.0,1.0,3.0,2,,82,6,55,28.0,19,21,,26,36.0,23.0,16,3,,1,,0.0,38,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AcidInputFormat.java,False,6,0,5,1,1,,,,6.0,0.0,0.0,17,17.0,5.0,17,6.0,0.0,0.0,11,,242,16,101,57.0,25,125,,51,72.0,47.0,26,2,,1,,1.0,24,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AcidOpenTxnsCounterService.java,False,5,0,5,0,1,,,,2.0,0.0,1.0,6,6.0,2.0,6,0.0,1.0,3.0,2,,69,0,48,27.0,14,22,,23,32.0,22.0,13,2,,1,,0.0,46,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AcidOutputFormat.java,False,6,0,4,3,1,,,,2.0,0.0,0.0,33,33.0,15.0,33,2.0,0.0,0.0,31,,305,33,153,64.0,58,120,,76,112.0,61.0,51,3,,1,,0.0,78,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AcidStats.java,False,7,0,7,0,1,,,,1.0,0.0,0.0,4,4.0,3.0,4,0.0,0.0,0.0,4,,60,6,34,13.0,19,20,,23,28.0,12.0,19,1,,0,,0.0,59,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AcidTable.java,False,6,0,4,2,1,,,,1.0,0.0,1.0,13,13.0,6.0,13,3.0,0.0,0.0,10,,129,20,64,26.0,23,45,,29,45.0,25.0,20,3,,1,,0.0,70,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AcidTableSerializer.java,False,34,3,30,1,4,,,,1.0,2.0,2.0,2,0.0,0.0,2,0.0,0.0,0.0,2,,117,13,80,35.0,51,24,,56,66.0,35.0,42,4,,3,,0.0,30,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AcidUtils.java,False,12,0,10,3,2,,,,12.0,25.0,20.0,49,26.0,11.0,51,7.0,4.0,0.0,40,,748,59,511,171.0,301,179,,217,334.0,162.0,219,14,,3,,0.0,35,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AcidWriteSetService.java,False,7,0,7,0,1,,,,2.0,0.0,1.0,6,6.0,2.0,6,0.0,1.0,3.0,2,,78,3,55,28.0,19,20,,26,36.0,23.0,16,3,,1,,0.0,36,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AddDynamicPartitions.java,False,11,1,10,1,3,,,,6.0,3.0,11.0,59,58.0,13.0,61,1.0,2.0,0.0,58,,864,108,714,162.0,437,57,,340,502.0,146.0,385,17,,4,,0.0,8,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AddForeignKeyRequest.java,False,8,0,7,0,2,,,,6.0,3.0,5.0,39,38.0,4.0,41,1.0,2.0,0.0,38,,443,67,351,110.0,168,28,,157,241.0,102.0,153,6,,4,,0.0,8,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AddIndexEvent.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,2,2.0,1.0,2,0.0,0.0,0.0,2,,36,6,13,7.0,3,17,,7,10.0,7.0,3,1,,0,,1.0,31,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AddPartitionDesc.java,False,5,0,4,1,1,,,,2.0,0.0,1.0,41,41.0,16.0,41,2.0,1.0,0.0,38,,305,48,188,79.0,77,69,,86,138.0,74.0,66,4,,2,,0.0,37,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AddPartitionEvent.java,False,7,0,5,2,1,,,,1.0,0.0,0.0,5,5.0,3.0,5,0.0,0.0,0.0,5,,78,13,38,17.0,14,27,,23,30.0,17.0,13,3,,1,,0.0,71,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AddPartitionMessage.java,False,6,0,6,0,2,,,,1.0,0.0,0.0,4,4.0,0.0,4,0.0,0.0,1.0,3,,54,7,18,9.0,6,29,,9,14.0,8.0,6,3,,1,,1.0,61,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AddPartitionReplicationTask.java,False,17,1,16,1,1,,,,3.0,0.0,0.0,6,6.0,1.0,6,0.0,0.0,0.0,6,,111,14,78,23.0,49,20,,30,39.0,25.0,16,2,,0,,0.0,26,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AddPartitionsRequest.java,False,11,1,10,1,3,,,,6.0,3.0,12.0,59,58.0,13.0,61,1.0,2.0,0.0,58,,849,108,711,163.0,437,45,,344,504.0,148.0,385,17,,4,,0.0,6,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AddPartitionsResult.java,False,8,0,7,0,2,,,,6.0,3.0,6.0,38,37.0,4.0,40,1.0,2.0,0.0,37,,447,65,357,111.0,174,28,,159,246.0,104.0,158,6,,4,,0.0,8,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AddPrimaryKeyRequest.java,False,8,0,7,0,2,,,,6.0,3.0,5.0,39,38.0,4.0,41,1.0,2.0,0.0,38,,443,67,351,110.0,168,28,,157,241.0,102.0,153,6,,4,,0.0,8,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AddResourceProcessor.java,False,14,1,13,0,2,,,,2.0,0.0,2.0,3,3.0,0.0,3,0.0,0.0,0.0,3,,82,10,50,24.0,25,22,,25,32.0,21.0,16,4,,1,,0.0,44,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,Address.java,False,7,0,5,2,2,,,,2.0,4.0,1.0,55,51.0,14.0,55,0.0,3.0,0.0,52,,465,54,310,79.0,164,101,,168,242.0,74.0,170,9,,1,,0.0,33,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,Adjacency.java,False,10,0,9,1,3,,,,6.0,3.0,7.0,49,48.0,8.0,51,1.0,2.0,0.0,48,,664,84,541,136.0,305,48,,245,373.0,123.0,274,11,,4,,0.0,9,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AdjacencyType.java,False,5,0,3,1,1,,,,1.0,1.0,0.0,3,4.0,3.0,5,0.0,1.0,0.0,4,,45,7,25,11.0,9,13,,11,15.0,9.0,6,3,,1,,0.0,52,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AdminAuthorizedServlet.java,False,10,0,8,2,2,,,,1.0,0.0,1.0,1,1.0,0.0,1,0.0,0.0,1.0,0,,45,6,17,11.0,4,22,,8,11.0,9.0,2,2,,1,,1.0,29,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AggrStats.java,False,9,0,8,1,2,,,,6.0,3.0,7.0,44,43.0,7.0,46,1.0,2.0,0.0,43,,542,77,438,124.0,235,33,,207,307.0,114.0,208,8,,4,,0.0,8,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AggrStatsInvalidatorFilter.java,False,14,0,12,2,3,,,,1.0,1.0,1.0,5,4.0,4.0,5,1.0,0.0,0.0,4,,121,8,79,31.0,38,34,,34,49.0,27.0,24,8,,5,,0.0,43,1,0
2.1.0,9265bc24d75ac945bde9ce1a0999fddd8f2aae29,AggregateDefinition.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,5,5.0,4.0,5,5.0,0.0,0.0,0,,51,6,28,14.0,8,17,,15,21.0,13.0,8,1,,0,,0.0,61,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AMReporter.java,False,11,0,11,0,2,,,,9.0,0.0,1.0,32,32.0,29.0,32,8.0,0.0,3.0,21,,475,56,379,145.0,197,40,,185,249.0,128.0,143,8,,3,,0.0,11,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,ASTBuilder.java,False,14,0,13,1,4,,,,1.0,14.0,0.0,18,4.0,1.0,18,18.0,0.0,0.0,0,,308,30,252,59.0,179,26,,123,153.0,55.0,112,42,,2,,0.0,10,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,ASTConverter.java,False,18,1,15,2,4,,,,7.0,2.0,2.0,34,32.0,24.0,34,9.0,8.0,2.0,15,,784,99,600,226.0,363,85,,320,467.0,227.0,308,17,,5,,0.0,14,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,ASTErrorNode.java,False,2,0,2,0,1,,,,1.0,0.0,1.0,5,5.0,1.0,5,0.0,0.0,0.0,5,,49,8,21,18.0,6,20,,12,18.0,13.0,5,1,,0,,0.0,95,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,ASTNode.java,False,10,1,8,1,2,,,,1.0,0.0,1.0,26,26.0,7.0,26,0.0,8.0,0.0,18,,350,53,240,75.0,133,57,,123,178.0,67.0,129,11,,4,,0.0,24,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,ASTNodeOrigin.java,False,7,0,4,3,1,,,,1.0,0.0,0.0,6,6.0,5.0,6,0.0,0.0,0.0,6,,95,9,31,14.0,10,55,,16,23.0,13.0,10,1,,0,,1.0,77,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,ATSHook.java,False,15,1,14,2,1,,,,7.0,0.0,6.0,7,15.0,13.0,15,3.0,0.0,0.0,12,,227,27,178,69.0,118,36,,110,129.0,63.0,90,8,,2,,0.0,20,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbortDroneException.java,False,3,0,3,0,1,,,,1.0,0.0,1.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,29,1,10,5.0,3,18,,4,7.0,5.0,2,1,,0,,1.0,80,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbortTxnRequest.java,False,7,0,6,1,2,,,,6.0,3.0,6.0,36,35.0,5.0,38,1.0,2.0,0.0,35,,387,64,297,104.0,144,29,,139,207.0,91.0,124,5,,3,,0.0,10,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbortTxnsDesc.java,False,5,0,3,2,1,,,,1.0,0.0,1.0,2,2.0,1.0,2,0.0,0.0,0.0,2,,36,0,13,8.0,3,23,,7,10.0,8.0,2,1,,0,,1.0,77,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbortTxnsRequest.java,False,8,0,7,0,2,,,,6.0,3.0,5.0,39,38.0,4.0,41,1.0,2.0,0.0,38,,438,67,346,110.0,164,28,,154,236.0,101.0,149,6,,4,,0.0,8,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractBucketJoinProc.java,False,38,3,32,3,7,,,,1.0,2.0,0.0,12,10.0,1.0,12,0.0,4.0,3.0,5,,515,52,395,155.0,236,69,,193,282.0,137.0,205,26,,6,,0.0,17,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractCommandHandler.java,False,7,0,7,0,2,,,,1.0,0.0,0.0,8,8.0,6.0,8,0.0,0.0,0.0,8,,110,18,67,30.0,26,25,,31,46.0,24.0,24,5,,2,,0.0,37,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractCorrelationProcCtx.java,False,5,0,5,0,2,,,,1.0,0.0,1.0,8,8.0,5.0,8,0.0,0.0,0.0,8,,99,14,63,28.0,23,23,,35,49.0,29.0,22,5,,3,,0.0,37,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractDeserializer.java,False,0,0,0,0,0,,,,1.0,0.0,0.0,4,4.0,0.0,4,0.0,0.0,0.0,4,,68,8,11,10.0,0,49,,9,10.0,10.0,0,0,,0,,4.0,45,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractEncodingAwareSerDe.java,False,8,0,8,0,2,,,,1.0,0.0,1.0,7,7.0,1.0,7,0.0,0.0,4.0,3,,87,12,43,27.0,11,32,,23,30.0,21.0,11,2,,1,,0.0,74,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractExpression.java,False,8,0,8,0,2,,,,1.0,0.0,1.0,12,12.0,2.0,12,0.0,0.0,10.0,2,,150,16,121,59.0,56,13,,82,105.0,58.0,63,3,,2,,0.0,11,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractFileMergeOperator.java,False,18,1,14,4,3,,,,1.0,1.0,2.0,12,11.0,16.0,12,0.0,2.0,4.0,6,,293,23,204,69.0,118,66,,107,142.0,61.0,94,9,,5,,0.0,32,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractFilterStringColLikeStringScalar.java,False,13,1,11,1,3,,,,10.0,0.0,1.0,30,30.0,21.0,30,9.0,1.0,1.0,19,,533,65,365,115.0,202,105,,184,271.0,120.0,160,24,,5,,0.0,29,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractGenericUDAFResolver.java,False,9,1,8,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,56,6,23,12.0,6,27,,6,10.0,6.0,4,2,,1,,1.0,17,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractGenericUDFEWAHBitmapBop.java,False,15,1,13,0,2,,,,1.0,0.0,0.0,7,7.0,3.0,7,1.0,0.0,3.0,3,,146,19,106,49.0,58,21,,59,75.0,46.0,43,4,,1,,0.0,20,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractGenericUDFReflect.java,False,15,0,14,1,3,,,,1.0,0.0,0.0,5,5.0,4.0,5,3.0,0.0,1.0,1,,108,11,71,25.0,37,26,,40,54.0,27.0,29,6,,3,,0.0,37,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractHBaseKeyFactory.java,False,5,0,5,0,1,,,,1.0,0.0,0.0,3,3.0,3.0,3,0.0,0.0,0.0,3,,53,8,28,19.0,5,17,,17,21.0,16.0,5,1,,0,,0.0,61,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractHBaseKeyPredicateDecomposer.java,False,16,2,12,3,2,,,,1.0,0.0,1.0,3,3.0,0.0,3,0.0,0.0,2.0,1,,80,10,38,19.0,18,32,,25,30.0,18.0,16,3,,2,,0.0,84,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractHiveAuthorizer.java,False,8,0,4,4,1,,,,1.0,0.0,0.0,1,1.0,0.0,1,0.0,0.0,0.0,1,,41,4,7,4.0,1,30,,2,4.0,3.0,1,1,,0,,4.0,29,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractHiveService.java,False,6,0,4,2,1,,,,1.0,0.0,0.0,17,17.0,6.0,17,0.0,0.0,2.0,15,,159,22,78,30.0,30,59,,36,58.0,31.0,28,2,,1,,0.0,76,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractIndexHandler.java,False,6,0,6,0,2,,,,1.0,1.0,0.0,3,2.0,0.0,3,0.0,0.0,0.0,3,,58,7,28,14.0,9,23,,17,23.0,14.0,10,3,,2,,0.0,82,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractJoinTaskDispatcher.java,False,26,1,21,4,5,,,,1.0,0.0,0.0,6,6.0,1.0,6,0.0,0.0,2.0,4,,186,14,129,51.0,68,43,,63,97.0,49.0,60,7,,5,,0.0,33,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractMapJoinOperator.java,False,9,1,8,0,1,,,,1.0,0.0,1.0,7,7.0,5.0,7,0.0,0.0,3.0,4,,120,20,75,40.0,33,26,,42,54.0,33.0,25,3,,1,,0.0,35,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractMapJoinTableContainer.java,False,4,0,4,0,1,,,,1.0,1.0,2.0,4,3.0,1.0,4,0.0,0.0,3.0,1,,51,8,25,14.0,9,18,,14,19.0,13.0,7,1,,0,,0.0,72,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractMapOperator.java,False,7,0,6,1,2,,,,2.0,0.0,1.0,14,16.0,7.0,16,0.0,1.0,2.0,13,,178,30,99,50.0,42,49,,54,74.0,44.0,38,6,,2,,0.0,49,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractOperatorDesc.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,12,12.0,5.0,12,0.0,0.0,0.0,12,,92,18,57,32.0,14,17,,21,34.0,22.0,12,1,,0,,0.0,30,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractOutputFormat.java,False,12,1,11,0,2,,,,1.0,0.0,0.0,4,4.0,0.0,4,3.0,0.0,0.0,1,,50,8,17,8.0,8,25,,11,14.0,8.0,7,2,,1,,1.0,47,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractParquetMapInspector.java,False,10,1,9,0,3,,,,1.0,0.0,0.0,13,13.0,2.0,13,0.0,0.0,0.0,13,,173,26,134,48.0,68,13,,57,90.0,37.0,58,10,,2,,0.0,10,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractPrimitiveJavaObjectInspector.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,5,5.0,0.0,5,0.0,0.0,2.0,3,,49,6,23,12.0,5,20,,7,13.0,8.0,5,1,,0,,0.0,87,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractPrimitiveLazyObjectInspector.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,4,4.0,0.0,4,0.0,0.0,2.0,2,,48,6,22,13.0,4,20,,9,14.0,10.0,4,2,,0,,0.0,91,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractPrimitiveObjectInspector.java,False,7,0,4,3,1,,,,1.0,0.0,0.0,10,10.0,1.0,10,0.0,0.0,2.0,8,,107,13,46,25.0,10,48,,15,26.0,16.0,10,1,,0,,1.0,4,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractPrimitiveWritableObjectInspector.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,4,4.0,0.0,4,0.0,0.0,2.0,2,,46,6,20,11.0,4,20,,6,11.0,7.0,4,1,,0,,1.0,0,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractRecordWriter.java,False,12,0,11,1,2,,,,3.0,1.0,1.0,21,20.0,14.0,21,2.0,5.0,7.0,7,,300,31,224,93.0,112,46,,120,157.0,87.0,84,8,,2,,0.0,21,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractRowContainer.java,False,0,0,0,0,0,,,,2.0,0.0,0.0,8,8.0,0.0,8,0.0,0.0,0.0,8,,59,10,14,12.0,0,35,,10,12.0,12.0,0,0,,0,,2.0,50,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractSMBJoinProc.java,False,41,4,27,10,4,,,,1.0,0.0,0.0,12,12.0,0.0,12,0.0,2.0,7.0,3,,537,61,335,134.0,201,141,,175,227.0,109.0,163,12,,3,,0.0,42,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractSSHCommand.java,False,3,0,3,0,1,,,,1.0,0.0,0.0,11,11.0,7.0,11,0.0,0.0,0.0,11,,70,4,48,22.0,15,18,,23,35.0,21.0,14,1,,0,,0.0,38,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractSSHResult.java,False,5,0,5,0,1,,,,1.0,0.0,0.0,7,7.0,6.0,7,0.0,0.0,0.0,7,,62,2,42,22.0,12,18,,19,27.0,15.0,12,1,,0,,0.0,43,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractSemanticAnalyzerHook.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,37,6,14,10.0,1,17,,5,8.0,7.0,1,1,,0,,1.0,21,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractSerDe.java,False,11,0,4,8,1,,,,1.0,0.0,0.0,9,9.0,1.0,9,0.0,0.0,0.0,9,,127,15,30,22.0,4,83,,17,21.0,18.0,3,2,,0,,2.0,77,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractSerializer.java,False,0,0,0,0,0,,,,1.0,0.0,0.0,4,4.0,0.0,4,0.0,0.0,0.0,4,,65,8,12,11.0,0,45,,9,10.0,10.0,0,0,,0,,3.0,75,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractService.java,False,9,0,5,4,1,,,,1.0,0.0,1.0,12,12.0,5.0,12,0.0,2.0,0.0,10,,184,22,76,35.0,29,86,,34,50.0,26.0,26,2,,1,,1.0,13,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractStorageFormatDescriptor.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,1,1.0,0.0,1,0.0,0.0,0.0,1,,28,4,7,4.0,1,17,,2,4.0,3.0,1,1,,0,,2.0,43,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractTestAuthorizationApiAuthorizer.java,False,9,0,8,1,1,,,,11.0,1.0,3.0,21,20.0,0.0,21,0.0,1.0,1.0,19,,211,23,153,63.0,76,36,,69,95.0,54.0,52,4,,2,,0.0,24,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractTestGenericUDFOPNumeric.java,False,12,1,9,2,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,56,6,30,22.0,11,20,,19,22.0,19.0,8,1,,0,,0.0,67,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractTestParquetDirect.java,False,7,0,6,0,1,,,,3.0,7.0,2.0,14,7.0,5.0,14,0.0,1.0,0.0,13,,173,27,128,75.0,50,19,,76,95.0,65.0,42,3,,2,,0.0,15,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractTestPhase.java,False,10,0,9,0,1,,,,1.0,3.0,12.0,6,3.0,17.0,6,2.0,1.0,2.0,1,,139,12,108,60.0,55,19,,81,89.0,59.0,33,2,,1,,0.0,18,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AbstractVectorDesc.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,1,1.0,0.0,1,0.0,0.0,0.0,1,,27,3,7,4.0,1,17,,2,4.0,3.0,1,1,,0,,2.0,43,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AccumuloCompositeRowId.java,False,13,3,7,3,1,,,,1.0,0.0,0.0,3,3.0,0.0,3,0.0,0.0,0.0,3,,95,15,32,20.0,12,48,,23,28.0,20.0,13,2,,1,,1.0,50,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AccumuloConnectionParameters.java,False,9,1,7,2,2,,,,1.0,0.0,9.0,17,17.0,2.0,17,3.0,0.0,0.0,14,,230,39,142,56.0,78,49,,75,105.0,56.0,61,4,,2,,0.0,35,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AccumuloHiveConstants.java,False,0,0,0,0,0,,,,1.0,0.0,11.0,0,0.0,0.0,0,0.0,0.0,0.0,0,,42,7,14,13.0,10,21,,9,10.0,10.0,5,0,,0,,1.0,50,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AccumuloHiveRow.java,False,8,0,8,0,2,,,,2.0,0.0,0.0,21,21.0,5.0,21,0.0,0.0,0.0,21,,247,36,185,63.0,97,26,,93,143.0,62.0,93,10,,3,,0.0,14,1,0
2.1.1,1af77bbf8356e86cabbed92cfa8cc2e1470a1d5c,AccumuloPredicateHandler.java,False,19,2,13,5,3,,,,1.0,1.0,6.0,16,15.0,0.0,16,0.0,2.0,1.0,13,,426,50,277,128.0,161,99,,168,213.0,118.0,132,7,,2,,0.0,36,1,0
